t,x,y,z,roll,pitch,yaw,desired_x,desired_y
3.0500600000377744,-0.26311050886412946,-0.07323752716424155,0.8830199787855729,-1.1292061259091195,-2.210716597696698,0.31020815388436024,-0.0716,-0.0852
3.109612600062974,-0.262363138690337,-0.07299412207720121,0.881492650886426,10.198063022091853,-32.30895513129546,-2.3624052584607305,-0.0716,-0.0852
3.1703581999754533,-0.2626766423131569,-0.07311540906048195,0.8815679202067649,-1.5320419614671237,-1.4922188756781514,0.3041461642063672,-0.0716,-0.0852
3.230509000015445,-0.26277676514066745,-0.07312331379409674,0.8819716312855274,-0.6284275939012284,-1.4288030817972477,0.42472295020165435,-0.0716,-0.0852
3.2906921000685543,-0.26206285044173044,-0.07292376838070687,0.880567802402983,10.457430692389014,-32.52836068289933,-2.475945198679794,-0.0716,-0.0852
3.353507100022398,-0.2621791176622489,-0.07294002513651825,0.88083048868536,10.475989235462414,-32.498064059283344,-2.4397611933719827,-0.0716,-0.0852
3.4123728000558913,-0.2546659950088921,-0.07218707048350119,0.877077677001511,10.54481008129788,-32.581618864256974,-4.2046283139264515,-0.0716,-0.0852
3.4720732000423595,-0.24278379954299142,-0.07219962424256632,0.8858295640887575,0.4463953837668279,-2.042339592097394,-3.904767762035642,-0.0716,-0.0852
3.5434353000018746,-0.22450320982713515,-0.0723670504479751,0.8851707027689304,11.383708814856979,-25.74258837631892,-9.818196487287137,-0.0716,-0.0852
3.6046073000179604,-0.2157558430667852,-0.07327608937392431,0.8860896963763699,1.836505728566945,-1.3966537591281794,-7.897463523541794,-0.0716,-0.0852
3.667208999977447,-0.1870837550101258,-0.07776151250327755,0.8845830852471898,-1.0388259640404196,-2.7534848947233126,-6.762739843185274,-0.0716,-0.0852
3.7290970999747515,-0.16791266030164534,-0.07959328324920156,0.8873069916858219,-0.6346427116793137,-6.760463441893414,-8.605262852153297,-0.0716,-0.0852
3.7914491000119597,-0.15871555060157885,-0.08058008670273731,0.8904287281502385,4.9250863892402865,-8.619882586645652,-10.23883381188866,-0.0716,-0.0852
3.853826000005938,-0.13857662673919352,-0.08229217530590162,0.8842141550958837,-1.5042350877969193,-3.053680522562006,-13.26290598611644,-0.0716,-0.0852
3.912884799996391,-0.11979865422381356,-0.08603254760289192,0.8878542311121779,0.5314053732221581,-4.563847325404353,-16.7103414446625,-0.0716,-0.0852
3.9721894999966025,-0.10079834156363154,-0.09094270715170275,0.8859444994679804,-2.1656275973077674,-4.878370408028123,-19.254205859299876,0.1076,-0.0866
4.035651999991387,-0.08234876752263949,-0.09733618592458876,0.8838730348586253,-2.8473660977960975,-2.2392139802420443,-18.18101900921479,0.1076,-0.0866
4.093778199981898,-0.06402602659123187,-0.10414658181286143,0.8828477548976952,-3.8027037702584163,-3.9502044556060163,-15.80288267386599,0.1076,-0.0866
4.15280480007641,-0.04589417279379444,-0.11013878317137198,0.8833849532591918,-3.568475761369882,-3.3749010908351873,-13.277970583827233,0.1076,-0.0866
4.214176999987103,-0.036650579155696604,-0.11258263586248007,0.8822604379870196,-3.1872724913362447,-4.97610000481208,-12.287921768347678,0.1076,-0.0866
4.276062000077218,-0.017932135708174646,-0.11826342101351456,0.8835425356211773,-3.9695745557206776,-3.1872804098210996,-9.091351796591375,0.1076,-0.0866
4.334784600068815,0.0019257313286522538,-0.1242840834092078,0.884713796295185,-3.8342480039512177,-2.014997628820545,-1.8647395834011062,0.1076,-0.0866
4.3932979999808595,0.023239573837790045,-0.12697662915644709,0.884388258455056,-3.3008700142842007,-3.6556312696754376,4.537315919437904,0.1076,-0.0866
4.452113599982113,0.03342082921072078,-0.12668171170578085,0.883500471243886,-3.444622751489596,-3.792072346049155,6.22912423080897,0.1076,-0.0866
4.523854400031269,0.0529709555985849,-0.12543725433817812,0.8845261977154271,-3.305069976406791,-3.820438416719379,8.760301348414835,0.1076,-0.0866
4.585751699982211,0.07266640378554476,-0.12370122591833749,0.8861251578625325,-3.276887530568473,-3.462645375324952,11.396899890068395,0.1076,-0.0866
4.649743600049987,0.09215891350134217,-0.12082703166419469,0.8868693820235105,-3.156177827279499,-3.3101016449057843,13.966563565583417,0.1076,-0.0866
4.710265800007619,0.11179555130457397,-0.11734547218114566,0.8886341944044939,-2.330327700546455,-2.976127974940726,16.511296961775955,0.3832,-0.0597
4.772000700002536,0.13066746825461964,-0.1126274071356693,0.8884026581169026,-2.41774372777693,-2.7615224979213706,18.978708165509737,0.3832,-0.0597
4.838028199970722,0.14928008174719615,-0.10670605106183495,0.8880460752828585,-1.8559014865223096,-3.1554259671211287,21.316950755389637,0.3832,-0.0597
4.899520999984816,0.16798962670839945,-0.10047153663021852,0.8881764840503131,-2.0373399120672993,-3.148945497366961,24.267647284432176,0.3832,-0.0597
4.95965780003462,0.18651725346132603,-0.09411298857461672,0.8907850126876555,-1.2517980717134247,-2.026727680548603,27.929793334973873,0.3832,-0.0597
5.018399800057523,0.19243206862245812,-0.09107381129251334,0.8884270778757598,-1.425950853081956,-4.564877427988531,29.09497065477668,0.3832,-0.0597
5.081217200029641,0.19217392762336089,-0.09104514602835836,0.8884380342277151,-1.3447866565108457,-1.0284248592901564,29.318055522897026,0.3832,-0.0597
5.140437599970028,0.20193821079778385,-0.08527000537489844,0.8892076907454137,-1.6039407804069894,-0.6499905036202946,27.524056402795182,0.3832,-0.0597
5.202224700013176,0.21703709435040044,-0.0763417816790678,0.8885313252258052,-1.6886884360164591,-2.1603340506884785,24.72962422260813,0.3832,-0.0597
5.262742800056003,0.23350038748126978,-0.06741051876888064,0.8881118946129335,-1.5125710483654917,-1.8560491464470847,21.286151578935524,0.3832,-0.0597
5.322870200034231,0.2414471918567985,-0.06282465384923594,0.8852434028771194,-2.157633810655394,-2.7229486620837338,19.221539432626226,0.3832,-0.0597
5.3846427000826225,0.2601109116515475,-0.05552271695861523,0.8875601065872533,-1.6089177804518593,-1.8868697162871948,15.194824376049286,0.3832,-0.0597
5.447839600034058,0.27819644742811794,-0.04946051661954654,0.8868936621671962,-1.4023690747930084,-1.70218609317979,11.764182680837731,0.3832,-0.0597
5.509839900070801,0.2963749066156173,-0.04463906718361447,0.8849099529285629,-2.0146492650114673,-1.5739326077161835,8.57763953979296,0.3832,-0.0597
5.569451600080356,0.3160268761278336,-0.04109789141798151,0.886179653939573,-1.336706910657484,-1.1436322499694802,5.491752257503697,0.3832,-0.0597
5.643336400040425,0.33558932287026233,-0.03818064538813035,0.8870796010216022,-1.0290159831876833,-0.24606919164931237,2.190321956399053,0.3832,-0.0597
5.718570800032467,0.34560534431382856,-0.03732721762807414,0.8883571234359018,-0.1697745167178102,0.022989946475877956,0.3516330590450457,0.3832,-0.0597
