t,x,y,z,roll,pitch,yaw,desired_x,desired_y
0.0,-0.22949505787403712,-0.07007615489871644,0.8761481934762012,0.6203521619703963,-7.157300040453887,-2.002696220040634,-0.0716,-0.0852
0.047615099931135774,-0.22904295576245773,-0.06992208732072312,0.874517764682336,-0.0367919933894854,-6.449187670972546,-1.9699988729855065,-0.0716,-0.0852
0.11009670002385974,-0.22769847248360048,-0.0694674164036445,0.8698724122779878,0.3140181103392638,-3.048017350997128,-1.817460107822559,-0.0716,-0.0852
0.15893949999008683,-0.22896357594895944,-0.06988029188171627,0.8742494222881897,0.4902547942481293,-6.45786890590418,-1.958933132161756,-0.0716,-0.0852
0.20648399996571243,-0.22571947343568413,-0.07048181452584373,0.8639370651153268,11.667692892495776,-31.77544888756845,-4.91716536492632,-0.0716,-0.0852
0.2517068999586627,-0.22577005823453633,-0.07049754802964595,0.8640734142372883,11.287245268704067,-31.985564305555297,-4.872187116360958,-0.0716,-0.0852
0.2978402000153402,-0.22979026855780024,-0.07007112609073368,0.8771286454024385,2.232495671471188,-7.820415141126629,-1.923100084931395,-0.0716,-0.0852
0.36066489992663264,-0.2259632862115567,-0.07058787429340992,0.8647674082505581,11.584217386319256,-31.84972734962625,-4.957431643788094,-0.0716,-0.0852
0.40517149993684143,-0.22230994572899554,-0.06960334888369109,0.8685547435155604,0.7693502144663729,-1.2295175101666065,-2.605055683826358,-0.0716,-0.0852
0.45075590000487864,-0.208634221361522,-0.07119176801473312,0.8714127948502606,1.6506336745049095,-2.347448269734439,-4.910274343725649,-0.0716,-0.0852
0.4986473999451846,-0.20052059683191154,-0.07224059776690324,0.8723516473811571,0.8012579456362026,-2.9612373583535714,-6.342115897437087,-0.0716,-0.0852
0.5446474999189377,-0.1911051085791741,-0.07454320891340656,0.8710750569365698,11.856397109870317,-25.42591267193282,-10.47013067519043,-0.0716,-0.0852
0.5916282999096438,-0.1735427311856022,-0.07663574283074517,0.8764299370599496,3.72877570811559,-2.8835654249312417,-10.656319673714568,-0.0716,-0.0852
0.6391053999541327,-0.16363717418471138,-0.07849304582777025,0.8744778602999339,3.5623564567578363,-1.4052196524111578,-11.708773365266534,-0.0716,-0.0852
0.6852103999117389,-0.14496519728078536,-0.0834225736130774,0.8742194006020297,0.7185879415039463,-2.404684373417555,-14.640243211544442,-0.0716,-0.0852
0.7321487999288365,-0.13614822362607135,-0.08651153365037038,0.8763805497096412,0.8120533722204032,-7.3967347587768995,-16.803858874308688,-0.0716,-0.0852
0.7792772999964654,-0.12661465143426223,-0.08907340481581427,0.8744147840980636,-0.4295924993745087,-3.8671080595951737,-17.334995708732695,-0.0716,-0.0852
0.8261142999399453,-0.10768094662163216,-0.09454467371957313,0.871491717115432,-2.362202193825884,-0.3626787009049693,-15.98895669945986,-0.0716,-0.0852
0.87207959999796,-0.09856861307932525,-0.09738967731067151,0.8743184358595851,-1.4766508811899806,-5.933285648881697,-15.136024893813426,-0.0716,-0.0852
0.9185414999956265,-0.07956532496160758,-0.10178081861647463,0.8739216917790653,-1.0389424724781982,-3.929656617483218,-13.28337457981793,-0.0716,-0.0852
0.9665855999337545,-0.06951858714564299,-0.10348965538958478,0.870385349559463,-3.013235047932381,-2.9293028202159435,-11.991234171471316,0.1076,-0.0866
1.0189196999417618,-0.06037303649009641,-0.10561069606413839,0.8723109369950839,-1.6927514422301853,-4.680947124693263,-10.615209062931251,0.1076,-0.0866
1.0685087000019848,-0.04087087564350667,-0.10859358755800716,0.8715269709243588,-1.804275903258727,-5.9631726403956336,-7.964586457534091,0.1076,-0.0866
1.1196935999905655,-0.03137751189079563,-0.1095679293556997,0.8700624006641412,-2.901448640960743,-5.894631996772898,-6.704950138839493,0.1076,-0.0866
1.1668781000189483,-0.012232735239477377,-0.11091303792269314,0.8666791296214676,-4.253817553263027,-5.358457049442419,-4.0750247214744455,0.1076,-0.0866
1.214473499916494,-0.003983826629541821,-0.11076924969381889,0.8633805408693357,-3.869298923767125,-4.930206747297426,-2.595456461000466,0.1076,-0.0866
1.2619597999146208,-0.004672912150823862,-0.1107421883675812,0.8643533027327812,-4.084229042661034,-4.460080174457409,-2.540873100443599,0.1076,-0.0866
1.3096526999725029,-0.0031375605503700423,-0.11162192996640853,0.8699555495593915,-1.014037266658132,-6.371467178573655,-2.593173825327275,0.1076,-0.0866
1.355091199977327,0.0026607475718697197,-0.11157826636688298,0.8695019323436132,-3.61745325946706,-1.7861255320527154,-1.496324906911644,0.1076,-0.0866
1.4033260999713093,0.01749241855050484,-0.11175604467794155,0.8710639449167208,-2.803586113264003,-2.547034295242549,0.8231936219691166,0.1076,-0.0866
1.4638478999258915,0.026202600515198453,-0.1114403671351847,0.8694678584745339,-3.787005867944775,-4.355350588004925,1.7447105697334917,0.1076,-0.0866
1.510370299918577,0.0445812401366973,-0.11051140793897175,0.8696851607169227,-3.7379906115767008,-4.2856557346727655,4.004517768440537,0.1076,-0.0866
1.557135200011544,0.06317843189644157,-0.1087146185552637,0.8699600097161502,-4.234291917901121,-3.083701002729702,6.762763944864359,0.1076,-0.0866
